user_id,embedding
2777,"[0.006302673369646072, -0.697152316570282, 0.08762730658054352, 0.503753662109375, 0.14724093675613403, 0.42965245246887207, 0.18864773213863373, 0.7109444737434387, -0.6502780318260193, 0.2326207160949707, -0.6805524826049805, 0.7710466980934143, 0.17990027368068695, 0.5900595784187317, 0.6045095920562744, -0.6074100136756897, -0.719257652759552, 0.30491721630096436, 0.5601150989532471, 0.6942855715751648, -0.8732336163520813, 0.10930753499269485, -0.5235766172409058, -0.6202189922332764, -0.07102567702531815, -0.10741066932678223, -0.6300498843193054, -0.44540196657180786, -0.01107286661863327, 0.7359228730201721, -0.3561430871486664, -0.007053380832076073, -0.5898219347000122, -0.25701698660850525, -0.6974952816963196, 0.20044687390327454, 0.6225453615188599, -0.37314748764038086, 0.1418287307024002, -0.4773063063621521, -0.620671272277832, 0.5097793340682983, 0.4258202314376831, 0.019566528499126434, 0.567678689956665, 0.06546226888895035, -0.3101669251918793, 0.1700134575366974, 0.624539852142334, -0.2668246626853943, 0.026201054453849792, -0.5199002027511597, -0.104167640209198, 0.5420279502868652, -0.3507349193096161, 0.5620982050895691, -0.3437997102737427, 0.6437045335769653, 0.18627898395061493, 0.6869584321975708, 0.9306433796882629, -0.586285412311554, 0.5779373049736023, 0.176118865609169]"
2778,"[-0.7133099436759949, 0.13273872435092926, 0.7599391937255859, -0.2876094877719879, -0.7028262615203857, 0.9677590131759644, 0.050543107092380524, 0.44955015182495117, 0.7878308892250061, -0.7047202587127686, -0.5262323617935181, 0.6885855793952942, -0.9931252598762512, 0.7218841314315796, -0.46152523159980774, -0.5196967124938965, -0.07054683566093445, 0.40550994873046875, 0.8130724430084229, 0.6203144192695618, -0.3625122308731079, 0.47680333256721497, -0.5446500778198242, -0.3704559803009033, 0.6273229122161865, -0.20084887742996216, 0.603269636631012, -0.08198913931846619, -0.6044101715087891, 0.5435464382171631, -0.2759576141834259, -0.025458011776208878, -0.7387498617172241, -0.904112696647644, -0.9830583333969116, -0.8150664567947388, 0.2352377474308014, -0.5323103666305542, -0.325779527425766, 0.11719433963298798, -0.7837562561035156, 0.24052372574806213, 0.45635688304901123, 0.17356131970882416, 0.6429840922355652, -0.1895979642868042, -0.4852335751056671, 0.5920964479446411, -0.6988513469696045, -0.7619247436523438, 0.5761906504631042, -0.6683425903320312, -0.6161254644393921, 0.5997058153152466, -0.5120687484741211, 0.4976963996887207, -0.7365109920501709, 0.5456206202507019, 0.17456476390361786, 0.44798505306243896, 0.6004549264907837, 0.34424158930778503, 0.6965179443359375, 0.7560168504714966]"
2779,"[0.5022410154342651, -0.250863641500473, -0.1284964382648468, 0.6820415258407593, -0.15646053850650787, 0.14860431849956512, -0.11560174822807312, 0.7447943687438965, -0.8023096919059753, -0.9861747026443481, -0.6259945631027222, -0.22833037376403809, 0.6182725429534912, 0.25267404317855835, -0.5249146223068237, -0.3562552332878113, -0.8294302225112915, 0.12266659736633301, -0.4054678976535797, 0.02626795321702957, -0.663808286190033, 0.6770024299621582, -0.3567321002483368, -0.3819625973701477, -0.31274542212486267, -0.057245828211307526, -0.606694757938385, 0.19622725248336792, 0.42180535197257996, 0.617911696434021, 0.7704489231109619, 0.6445713043212891, -0.639453649520874, 0.6833215951919556, -0.7188140749931335, -0.14354602992534637, 0.09249677509069443, -0.5480918884277344, 0.9565813541412354, -0.7595343589782715, -0.7033926248550415, 0.18076488375663757, 0.18978473544120789, 0.03669101744890213, 0.5048477053642273, 0.19502604007720947, -0.13161945343017578, -0.5800484418869019, 1.1480399370193481, -0.5632148385047913, 0.7592941522598267, -0.7758265137672424, 0.5349747538566589, 0.5599234104156494, -0.4610970914363861, -0.19516929984092712, -0.5358307361602783, 0.4897476136684418, 0.251722514629364, 0.5442854166030884, -0.6871200203895569, 0.7180771827697754, 0.629668653011322, 0.10212764143943787]"
2780,"[-0.4459957480430603, -0.31556254625320435, 0.32908895611763, 0.8326050639152527, -0.6771321296691895, 0.5732478499412537, -0.31751757860183716, 0.6754871606826782, -0.5572372078895569, 0.5687233805656433, -0.7834464311599731, 0.6061157584190369, -0.81577068567276, 0.6564047336578369, -0.1376558244228363, -0.42742103338241577, -0.589299201965332, -0.40688464045524597, 0.6955026388168335, 0.8547258377075195, -0.7951982021331787, 0.6857428550720215, -0.27698493003845215, -0.4174571633338928, 0.5282776951789856, -0.49617108702659607, 0.07048631459474564, -0.4437653124332428, -0.06032952293753624, 0.3723204731941223, -0.5593568086624146, 0.17394021153450012, -0.5179636478424072, -0.11178141832351685, -0.6729656457901001, -0.14115266501903534, 0.4475233554840088, -0.6973093748092651, 0.7730115056037903, -0.21625760197639465, -0.4949382543563843, 0.7765346765518188, 0.22748860716819763, 0.5727429389953613, 0.7963578701019287, 0.16021206974983215, -0.796768307685852, 0.09191327542066574, 1.0453786849975586, 0.6988269090652466, 0.8280314803123474, 0.07669419050216675, 0.1576555371284485, 0.7847511172294617, -0.19467994570732117, 0.654490053653717, -0.7438033223152161, 0.4614976644515991, -0.16158543527126312, 0.49358779191970825, 1.0925837755203247, 0.42733222246170044, 0.5022610425949097, 0.14867866039276123]"
2781,"[0.12008020281791687, -0.3507716655731201, 0.23538556694984436, 0.51376873254776, -0.4546543061733246, 0.5894175171852112, 0.10475507378578186, 0.6562297344207764, -0.6758587956428528, -0.725038468837738, -0.5118871927261353, 0.3920676112174988, -0.43686890602111816, 0.4987678527832031, 0.6393404603004456, -0.7863541841506958, -0.6006401777267456, -0.05329976975917816, 0.3299481272697449, 0.4771508276462555, -0.14649394154548645, 0.738290011882782, 0.48142677545547485, -0.5610132813453674, -0.3701019883155823, 0.24970510601997375, -0.3026282489299774, -0.33384060859680176, -0.7017062902450562, 0.6606220006942749, -0.18740993738174438, 0.5558069944381714, -0.4678944945335388, -0.09843439608812332, -0.5574613213539124, -0.6302240490913391, -0.6421065330505371, -0.1599554717540741, -0.23024523258209229, 0.1946599781513214, -0.4295833110809326, 0.11233791708946228, 0.4965657591819763, 0.40090212225914, 0.4860658049583435, 0.5852235555648804, -0.760924220085144, 0.5749094486236572, 0.7079422473907471, -0.42268648743629456, 0.6390477418899536, -0.6135186553001404, -0.6812705993652344, 0.6731703281402588, -0.08718936890363693, 0.4438956379890442, -0.36643290519714355, 0.681263267993927, 0.6170755624771118, 0.6435918211936951, -0.5187638998031616, 0.1142377257347107, 0.46773165464401245, -0.2594623267650604]"
2782,"[-0.11150911450386047, 0.11239441484212875, -0.018686309456825256, -0.1918569654226303, -0.4770582318305969, 0.15088196098804474, -0.281871497631073, 0.2034924477338791, -0.4229203164577484, -0.36687302589416504, -0.6922301054000854, 0.34171730279922485, 0.23771372437477112, 0.04241975396871567, -0.0953456312417984, -0.1779904067516327, 0.22278089821338654, -0.3850472867488861, -0.267278790473938, 0.1213061660528183, -0.1646193116903305, 0.48274391889572144, -0.031113937497138977, 0.11904817819595337, 0.46197399497032166, -0.4175648093223572, -0.5067447423934937, -0.11165772378444672, 0.14897149801254272, -0.16812525689601898, 0.4658850431442261, 0.40602925419807434, -0.5051772594451904, 0.63416588306427, -0.48717379570007324, -0.4081264138221741, -0.4862797260284424, -0.4596904218196869, 0.4736303389072418, -0.15275482833385468, -0.00965987890958786, 0.2275005280971527, 0.4586750864982605, -0.3130325376987457, 0.3423269987106323, -0.39850014448165894, 0.2986307740211487, -0.16814781725406647, 0.35622933506965637, 0.21655936539173126, 0.5255988240242004, -0.22273015975952148, -0.09822188317775726, 0.22678858041763306, -0.0021081604063510895, -0.005066528916358948, -0.470824658870697, -0.3794555962085724, 0.07371030002832413, -0.26364967226982117, 0.3225446939468384, 0.5086032748222351, 0.30082839727401733, -0.27287307381629944]"
2783,"[0.5863974094390869, 0.7200263738632202, 0.2922002673149109, -0.46151337027549744, 0.2775338888168335, -0.5861679911613464, -0.5855662822723389, 0.3222997188568115, -0.3519545793533325, 0.22228282690048218, -0.40149757266044617, -0.178893581032753, 0.08591990917921066, 0.5811475515365601, -0.35464778542518616, -0.36123979091644287, 0.36381441354751587, 0.12796232104301453, 0.22804558277130127, 0.06677291542291641, -0.36679986119270325, 0.25253355503082275, 0.4302865266799927, -0.38683998584747314, -0.31783047318458557, -0.6745926141738892, 0.2654629647731781, 0.8044154047966003, -0.6073744297027588, -0.41960716247558594, 0.2769327163696289, -0.14340277016162872, -0.5293034315109253, -0.208015576004982, -0.2626156210899353, -0.5945004224777222, 0.13551783561706543, -0.18988299369812012, -0.40463492274284363, 0.356383353471756, -0.44728296995162964, -0.21081344783306122, 0.5404868721961975, 0.505060613155365, 0.5043790340423584, -0.2773173153400421, -0.3694395422935486, -0.24113930761814117, 0.4272715449333191, 0.38191938400268555, -0.3023759424686432, -0.15769124031066895, -0.04230761528015137, 0.5697214603424072, 0.6853284239768982, 0.4488464295864105, 0.1906101405620575, 0.19445854425430298, 0.38629403710365295, -0.40959134697914124, -0.22586742043495178, 0.624454140663147, 0.35664862394332886, -0.7107649445533752]"
2784,"[0.4858776926994324, 0.39106184244155884, 0.615993320941925, -0.5313506126403809, 0.608237624168396, -0.38704797625541687, -0.7446345090866089, 0.6425212025642395, -0.5132373571395874, -0.39574265480041504, -0.5171542167663574, 0.3579943776130676, -0.022613920271396637, 0.15818728506565094, 0.024790652096271515, -0.31364119052886963, -0.23749174177646637, 0.4564746022224426, 0.7305921912193298, -0.228430837392807, -0.49980607628822327, 0.39279475808143616, -0.10474313795566559, -0.44489479064941406, 0.4633704721927643, -0.47853827476501465, 0.3755190074443817, 0.6376637816429138, -0.3448561429977417, 0.39368367195129395, 0.5990550518035889, -0.2461996078491211, -0.5783740878105164, 0.08193860948085785, -0.2674618065357208, -0.8232467174530029, -0.28484484553337097, -0.4393059313297272, -0.5980785489082336, -0.5921141505241394, -0.5053915977478027, 0.5328819155693054, 0.24914228916168213, 0.2321852296590805, 0.5938274264335632, 0.40049099922180176, -0.28869324922561646, -0.5518907308578491, 0.6397726535797119, 0.012500965967774391, 0.792306661605835, -0.7373567223548889, -0.7558227777481079, 0.5932089686393738, 0.5109567642211914, 0.34897831082344055, 0.13730041682720184, 0.18882375955581665, -0.34356793761253357, 0.41543614864349365, -0.412817120552063, 0.6554645895957947, 0.14510312676429749, -0.6502403020858765]"
2785,"[0.3592408001422882, 0.24771898984909058, 0.8140227794647217, 0.6815367937088013, 0.22811946272850037, -0.08635793626308441, -0.09993143379688263, 0.6275380253791809, -0.3054378032684326, 0.56258624792099, -0.5835792422294617, 0.6226481795310974, -0.2177199274301529, 0.7256455421447754, -0.22891485691070557, -0.6687542200088501, -0.13251009583473206, -0.2530010938644409, 0.5422338247299194, 0.5234700441360474, 0.4318353533744812, -0.028617575764656067, -0.3425455689430237, -0.5317813754081726, 0.3360717296600342, -0.3020039200782776, 0.2847195565700531, 0.5004525184631348, -0.7452700138092041, 0.257894903421402, 0.3410193920135498, 0.6282097101211548, -0.4583270251750946, -0.4567963778972626, -0.02075565606355667, -0.13671672344207764, -0.23924864828586578, -0.5586588978767395, -0.46880394220352173, 0.009834881871938705, -0.33872491121292114, 0.5189244747161865, 0.7369484305381775, -0.577134370803833, 0.3310019373893738, 0.39951762557029724, -0.5958062410354614, -0.23778414726257324, 0.8154159784317017, 0.28188055753707886, 0.7353418469429016, -0.529914140701294, -0.6236288547515869, 0.16548357903957367, 0.40350016951560974, 0.6354660391807556, 0.4470497965812683, 0.15802761912345886, -0.7009463310241699, 0.4545375108718872, 0.027731385082006454, 0.7317559719085693, 0.237319678068161, -0.4720888137817383]"
2786,"[0.5015614628791809, 0.5166454911231995, 0.09168113023042679, -0.34840619564056396, 0.2679898142814636, -0.5792255997657776, -0.7798566818237305, 0.15266568958759308, -0.6518158316612244, 0.6678409576416016, -0.31158703565597534, 0.06747233867645264, -0.45916011929512024, 0.4534609913825989, -0.1422937661409378, -0.0670582726597786, 0.09152811020612717, 0.2138732224702835, 0.3207259774208069, 0.512649416923523, -0.24918101727962494, 0.37293577194213867, 0.3431032598018646, 0.09315848350524902, 0.6667378544807434, -0.419686496257782, -0.46425196528434753, 0.6026059985160828, 0.15925860404968262, -0.6434641480445862, -0.6609136462211609, -0.4724753499031067, -0.477936327457428, 0.08356387168169022, 0.14794112741947174, -0.7157332301139832, 0.6324033737182617, -0.4637288749217987, -0.5437493324279785, 0.2739098072052002, 0.5694491267204285, 0.43498826026916504, -0.4912353456020355, 0.5578815937042236, 0.125413715839386, -0.429506778717041, -0.31673550605773926, -0.3662833869457245, 0.5938568711280823, 0.8403303623199463, 0.48260927200317383, 0.337787926197052, -0.6439191699028015, 0.5849059820175171, 0.3788277506828308, 0.5985242128372192, -0.1411840170621872, -0.32978153228759766, -0.32134929299354553, -0.6132295727729797, 0.6209697127342224, 0.6515148282051086, -0.07128283381462097, -0.4733891189098358]"
2787,"[0.35303670167922974, 0.5798244476318359, 0.05036165192723274, -0.45798957347869873, 0.27897900342941284, -0.3670337498188019, -0.5480189919471741, 0.5931383967399597, -0.061612799763679504, 0.291732519865036, -0.16699934005737305, -0.4693319797515869, -0.14734810590744019, 0.09314048290252686, -0.41292357444763184, -0.033409178256988525, 0.2267235964536667, -0.07195255160331726, -0.036255285143852234, 0.18786178529262543, 0.1220213770866394, 0.32069075107574463, -0.015122812241315842, 0.2022002637386322, -0.17071004211902618, -0.18362948298454285, -0.12845708429813385, 0.44877517223358154, -0.24466463923454285, -0.29334527254104614, -0.5455925464630127, -0.07341907173395157, -0.36707571148872375, -0.2696610987186432, 0.06230712682008743, -0.16631558537483215, 0.4692140519618988, -0.35364291071891785, -0.3913121223449707, -0.0186624675989151, 0.29976168274879456, -0.215341255068779, 0.05227716267108917, 0.506667971611023, 0.3048763573169708, -0.1470215916633606, 0.19339820742607117, -0.5197142958641052, -0.2723373472690582, 0.6045805811882019, 0.12897136807441711, 0.1477491557598114, -0.4230242371559143, 0.3490927219390869, 0.42560043931007385, 0.37236273288726807, -0.36847516894340515, -0.17377415299415588, 0.26319947838783264, -0.38893428444862366, 0.5506716966629028, 0.16840803623199463, 0.3826415538787842, -0.42506667971611023]"
2788,"[0.8331636786460876, 0.7816363573074341, 0.6904528737068176, 0.12204578518867493, 0.5403819680213928, -0.5803639888763428, -0.45379629731178284, 0.5710957646369934, -0.7316433191299438, -0.13185244798660278, -0.6116564273834229, -0.6454491019248962, -0.7931996583938599, 0.9011784791946411, -0.058277081698179245, -0.31320860981941223, -0.3325153887271881, -0.06494417786598206, 0.7196404337882996, 0.173452690243721, -0.6353207230567932, -0.0031752511858940125, 0.4925343990325928, -0.08974452316761017, 0.7360244393348694, 0.3802010715007782, 0.3109363913536072, -0.6900289058685303, -0.6383002996444702, -0.5327444672584534, -0.2885671854019165, 0.2586768865585327, -0.7546131610870361, -0.32952550053596497, -0.14008790254592896, -1.015484094619751, -0.7697898745536804, -0.6323533058166504, -0.6726035475730896, 0.6913084983825684, -0.5467432737350464, -0.30567440390586853, -0.1049896776676178, 0.40822654962539673, 0.06696589291095734, -0.1273050457239151, 0.2845340371131897, -0.7441138625144958, 0.9286380410194397, 0.8728805780410767, 0.8036876916885376, -0.251941055059433, -0.19827646017074585, 0.7138571739196777, 0.6666514277458191, 0.46800416707992554, 0.1130242720246315, 0.20499330759048462, -0.7271651029586792, -0.38580572605133057, 0.8881403803825378, 0.9560012221336365, -0.05121240019798279, -0.6268908381462097]"
2789,"[0.5773559808731079, -0.0747041255235672, 0.29821744561195374, 0.007079385221004486, -0.26613426208496094, -0.33662548661231995, -0.12542612850666046, 0.5043094158172607, -0.6840254068374634, 0.31140080094337463, -0.18910188972949982, 0.36938852071762085, 0.14690890908241272, 0.4629265069961548, 0.5507147908210754, -0.41246986389160156, -0.53558748960495, 0.5081838369369507, 0.6665393114089966, 0.09122050553560257, 0.22087818384170532, 0.6430243253707886, -0.3716863989830017, -0.6031015515327454, 0.6696258187294006, -0.38917776942253113, -0.12541578710079193, 0.6905050277709961, -0.3431439995765686, 0.5983479619026184, -0.6701503396034241, -0.35345619916915894, 0.06513633579015732, 0.4550681710243225, 0.3169063329696655, 0.07562603056430817, 0.6927358508110046, -0.44692128896713257, 0.35794544219970703, -0.012007012963294983, 0.05317665636539459, 0.8138992190361023, 0.6811163425445557, 0.4794105887413025, 0.5886838436126709, 0.3379383981227875, -0.4258873462677002, -0.08546479046344757, -0.058799780905246735, -0.18765656650066376, 0.2909291982650757, -0.513816237449646, -0.6253729462623596, 0.1677524894475937, -0.40355920791625977, 0.5700681209564209, -0.40710100531578064, 0.6809507608413696, 0.33215487003326416, 0.498124897480011, -0.17497582733631134, -0.14920145273208618, 0.10017196834087372, -0.12243786454200745]"
2790,"[0.6179807782173157, 0.8904255628585815, 0.45300692319869995, -0.30860310792922974, 0.5364893674850464, -0.19659608602523804, -0.17172229290008545, 0.6160410046577454, -0.326397180557251, -0.2896260917186737, -0.440321147441864, 0.016658123582601547, -0.3990059792995453, 0.6029595136642456, -0.2936555743217468, -0.2442154735326767, 0.48820382356643677, -0.0743650421500206, 0.672129213809967, 0.4714898467063904, -0.4228978455066681, -0.005556076765060425, 0.4716094136238098, -0.4926314651966095, -0.18687856197357178, -0.14508751034736633, 0.40757474303245544, 0.6851845979690552, -0.29642829298973083, -0.17681032419204712, 0.12353962659835815, -0.36927518248558044, -0.8359523415565491, -0.2590464651584625, -0.48731347918510437, -0.7785824537277222, 0.03450159728527069, -0.6514949202537537, -0.5947887897491455, 0.309089332818985, -0.1329403519630432, 0.08872871845960617, 0.34981709718704224, 0.6877056360244751, 0.023667797446250916, -0.18616777658462524, -0.11396937072277069, -0.16337943077087402, 0.39557740092277527, 0.6151925921440125, -0.01507347822189331, -0.03802844136953354, -0.636547327041626, 0.6429951190948486, 0.31688934564590454, 0.473739892244339, 0.18797464668750763, 0.05231811851263046, 0.2581850290298462, 0.27181684970855713, 0.5534663796424866, 0.8088133335113525, 0.4185780882835388, -0.5434753894805908]"
2791,"[0.3316890597343445, -0.1874818503856659, -0.13996517658233643, 0.5257886052131653, -0.3425610661506653, -0.11965122073888779, -0.08611096441745758, 0.4860387444496155, -0.8731429576873779, 0.14283114671707153, 0.17766714096069336, 0.41724419593811035, -0.07383640855550766, 0.6164394617080688, -0.7850034236907959, -0.7724443674087524, -0.7316598296165466, 0.5955731272697449, -0.028156906366348267, 0.28344011306762695, -0.6231694221496582, 0.7528009414672852, -0.41624510288238525, -0.8076537251472473, -0.19561034440994263, -0.5621316432952881, 0.10348616540431976, 0.869710385799408, -0.8692429661750793, 0.35106420516967773, -1.1570967435836792, 0.5543228387832642, -0.44307178258895874, -0.7135781049728394, -0.13707445561885834, -0.3610718548297882, 0.008671395480632782, -0.47550874948501587, -0.30066734552383423, -0.6862581968307495, -0.5490539073944092, 0.9629772901535034, 0.6700576543807983, 0.5591734647750854, 0.5659995079040527, 0.3070744276046753, -0.5987287163734436, 0.5097419023513794, -0.08343818783760071, 0.23525942862033844, 0.6565735936164856, -0.5681086182594299, -0.6687467098236084, 0.47043612599372864, -0.5587207078933716, 0.7715263962745667, 0.288875013589859, 0.5080593824386597, 0.6787431240081787, 0.6693311929702759, 0.03955858200788498, -0.6988189220428467, 0.4061678647994995, 0.5218525528907776]"
2792,"[0.4402582049369812, 0.7004413604736328, 0.3612046539783478, -0.21749791502952576, 0.37502431869506836, 0.2248038649559021, -0.6256029605865479, 0.5723021030426025, -0.1718427538871765, 0.34513822197914124, -0.24977703392505646, 0.13857007026672363, -0.4752454161643982, 0.5994423031806946, -0.518738865852356, -0.30714166164398193, -0.17620013654232025, 0.2643752098083496, 0.37086841464042664, 0.4370121359825134, -0.3529260754585266, 0.5948108434677124, 0.18960486352443695, 0.05181826651096344, 0.32556188106536865, -0.3250449001789093, -0.13778123259544373, 0.5787959098815918, -0.48908764123916626, 0.1455538272857666, -0.2037810981273651, 0.5118337869644165, -0.40867409110069275, -0.5620926022529602, -0.39088892936706543, -0.4685519337654114, -0.15036290884017944, -0.4469059109687805, 0.4453539252281189, 0.40061435103416443, -0.4534877836704254, 0.048397913575172424, -0.06653214246034622, 0.3825840950012207, -0.13346578180789948, -0.48223191499710083, 0.003353901207447052, -0.33503061532974243, -0.14061114192008972, 0.40805089473724365, 0.5751939415931702, -0.12931197881698608, -0.4238995313644409, 0.47642192244529724, -0.4219028353691101, 0.05981200933456421, 0.16675034165382385, -0.3584034740924835, -0.2884242534637451, 0.03339805826544762, 0.4488087296485901, 0.16392716765403748, 0.27708911895751953, -0.015949759632349014]"
2793,"[0.005403921008110046, -0.011433599516749382, -0.0158400721848011, -0.15087451040744781, 0.06901122629642487, 0.14804311096668243, -0.1287383735179901, -0.061946265399456024, 0.3309936225414276, 0.1712670475244522, 0.12711235880851746, 0.005141334608197212, 0.21422961354255676, -0.10055730491876602, -0.06903219223022461, 0.044303249567747116, 0.22497764229774475, 0.20920385420322418, 0.10142782330513, 0.0639043003320694, 0.0580253005027771, -0.21334411203861237, 0.28598713874816895, 0.07549428939819336, 0.2446964830160141, 0.2292565107345581, 0.03732011467218399, 0.006416270509362221, 0.22276636958122253, -0.01825685054063797, -0.324832022190094, 0.19455978274345398, 0.1711106300354004, -0.4782612919807434, 0.029990343376994133, 0.2519511878490448, 0.25680819153785706, 0.06601676344871521, 0.09087219089269638, 0.22217120230197906, 0.11004230380058289, -0.029676303267478943, -0.14635170996189117, 0.25882765650749207, -0.32111814618110657, -0.22944290935993195, 0.020638756453990936, -0.2694322466850281, -0.3325837254524231, -0.03758222609758377, -0.17378206551074982, 0.23670664429664612, -0.01578889973461628, 0.08139625191688538, -0.18884029984474182, -0.12319734692573547, -0.05646231397986412, 0.0012376345694065094, -0.125191330909729, -0.03144267946481705, 0.24323292076587677, -0.2842046320438385, -0.10194754600524902, 0.23253537714481354]"
2794,"[-0.13121072947978973, -0.11921368539333344, 0.7451029419898987, 0.08454533666372299, -0.8640239834785461, 0.3713648319244385, 0.5511218309402466, 0.2600085139274597, 0.701775312423706, -0.7976900339126587, -0.6070871353149414, 0.5960551500320435, -0.43982088565826416, 0.6241860389709473, 0.5174933671951294, -0.5405678749084473, -0.1566714197397232, 0.8152531385421753, 0.6880317330360413, 0.8600174188613892, -0.5294971466064453, 0.3618079423904419, -0.33121275901794434, -0.6881438493728638, 0.6045475602149963, -0.46401065587997437, 0.3367677927017212, 0.4680424928665161, -0.6799958944320679, 0.5691995024681091, 0.3548382818698883, 0.07054989039897919, -0.47787338495254517, -0.49334192276000977, -0.4837545156478882, -0.6545096635818481, 0.8231358528137207, -0.21761935949325562, 0.10215939581394196, -0.17285653948783875, -0.4999883770942688, 0.32051029801368713, 0.6176111698150635, 0.9255489706993103, 0.85498046875, 0.5966572165489197, -0.24101568758487701, 0.287903368473053, -0.14099636673927307, -0.4675561785697937, 0.3308700919151306, -0.8346931338310242, -0.7864702939987183, 0.7484881281852722, -0.8354608416557312, 0.3972594141960144, 0.036566685885190964, 0.3022499978542328, -0.625681459903717, 0.5648595094680786, -0.27668699622154236, -0.4247943162918091, 0.5538698434829712, -0.07191300392150879]"
2795,"[0.4491010010242462, 0.5191538333892822, 0.1902342438697815, -0.42400869727134705, 0.1880790889263153, -0.562324583530426, -0.5044137835502625, 0.23344631493091583, -0.0930638238787651, 0.46773505210876465, -0.042773470282554626, -0.010056935250759125, -0.4566729962825775, 0.27195975184440613, -0.6144790053367615, 0.04171779751777649, -0.11595120280981064, 0.20508676767349243, 0.5602066516876221, 0.49101459980010986, 0.07378426939249039, 0.07581251114606857, 0.08427193015813828, -0.0318557471036911, 0.3354550898075104, 0.10295068472623825, 0.35995641350746155, 0.4389313757419586, -0.40057432651519775, -0.44123873114585876, -0.04630476236343384, 0.435369074344635, -0.2268175333738327, -0.3843998908996582, -0.190101757645607, -0.6300134658813477, 0.5030134320259094, 0.07619280368089676, -0.44787225127220154, -0.028004011139273643, 0.12552127242088318, -0.009957447648048401, 0.24511802196502686, 0.5084267258644104, 0.005331322550773621, -0.25650671124458313, -0.17448905110359192, -0.22329500317573547, 0.3291771411895752, 0.39937514066696167, 0.3125905990600586, 0.06486062705516815, -0.3315173387527466, 0.40930014848709106, -0.3945658802986145, 0.552237868309021, 0.4882251024246216, -0.3696594536304474, -0.3861263692378998, -0.0007280856370925903, -0.36439692974090576, 0.29663217067718506, 0.2806966304779053, -0.43757447600364685]"
2796,"[-0.38782966136932373, 0.3435335159301758, 0.2858212888240814, -0.2524941861629486, 0.48681333661079407, 0.339578777551651, -0.5284355282783508, 0.34035176038742065, -0.6169288158416748, 0.2666199803352356, 0.40133512020111084, 0.6048278212547302, 0.17791195213794708, 0.4979037642478943, -0.77133709192276, -0.2300298511981964, 0.13788726925849915, 0.5456342697143555, 0.605205237865448, 0.3878477215766907, -0.474674791097641, -0.21734119951725006, -0.1277070790529251, -0.19469773769378662, 0.41200271248817444, 0.626287579536438, 0.1998412013053894, 0.2857704162597656, -0.43718424439430237, 0.5754745006561279, -0.18129569292068481, 0.26048463582992554, 0.13696251809597015, -0.23768863081932068, -0.9025489091873169, -0.2915861904621124, 0.23612330853939056, 0.0040893591940402985, -0.6171969771385193, -0.4488052725791931, -0.4054619371891022, -0.7122941017150879, -0.2685137093067169, -0.3327636420726776, -0.2567734718322754, -0.004196882247924805, 0.00021200627088546753, 0.14892378449440002, -0.010264620184898376, 0.017489716410636902, 0.7599202394485474, -0.3101123869419098, -0.26418787240982056, 0.2247546762228012, -0.538237452507019, -0.2763988971710205, 0.6499922275543213, -0.15006715059280396, 0.6187135577201843, 0.42858952283859253, 0.28308364748954773, -0.4992983043193817, 0.1779143214225769, -0.21606361865997314]"
2797,"[0.1094646006822586, -0.35601189732551575, 0.4631991982460022, -0.03498600050806999, 0.4589151442050934, 0.283369779586792, -0.31604644656181335, 0.06178836524486542, -0.3875330686569214, 0.08623185008764267, -0.10983270406723022, 0.4352136552333832, -0.4604679346084595, 0.2854994237422943, 0.09714014828205109, -0.10771320015192032, -0.3526113033294678, 0.279869019985199, 0.2879740595817566, 0.24077020585536957, -0.19219888746738434, -0.13531389832496643, -0.13906161487102509, -0.07982765138149261, -0.2063659280538559, 0.38271740078926086, 0.17631308734416962, -0.22800789773464203, -0.23520386219024658, 0.2844858467578888, 0.1687355935573578, -0.4086184799671173, 0.28348487615585327, 0.1958257555961609, -0.49969398975372314, -0.02871856838464737, 0.004644002765417099, -0.5888999700546265, -0.30222827196121216, -0.3467981219291687, 0.04240556061267853, -0.22155547142028809, 0.1191461980342865, -0.5089536309242249, -0.11225885152816772, 0.1128237321972847, -0.06623321771621704, 0.06058616563677788, 0.3888857960700989, -0.26958340406417847, 0.4404875636100769, 0.014813072979450226, 0.09056946635246277, -0.031213827431201935, 0.260680228471756, 0.21249087154865265, 0.28778207302093506, 0.41348785161972046, -0.03529999777674675, 0.3287120759487152, -0.05431044474244118, -0.183635413646698, 0.17970192432403564, 0.26010408997535706]"
